title,Production_Budget,id,runtime,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,tagline_wordcount,synopsis_wordcount,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3,target
Pitch Perfect 3,45000000,353616,93.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Gold Circle Films,Perfect World Pictures,Universal Pictures,3,58,12,20,Anna Kendrick,Rebel Wilson,Brittany Snow,Hailee Steinfeld,Elizabeth Banks,Kerry Barden,Christopher Lennertz,Trish Sie,Elizabeth Banks,,,,,1
The Princess Diaries 2: Royal Engagement,45000000,11130,113.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Walt Disney Pictures,,,13,69,8,6,Anne Hathaway,Julie Andrews,Héctor Elizondo,John Rhys-Davies,Heather Matarazzo,,John Debney,Garry Marshall,Whitney Houston,Shonda Rhimes,coronation,duty,marriage,1
The Bucket List,45000000,7350,97.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Two Ton Films,Zadan / Meron Productions,Reiner / Greisman Productions,3,87,12,25,Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Alfonso Freeman,Janet Hirshenson,Marc Shaiman,Rob Reiner,Rob Reiner,,africa,himalaya,brain tumor,1
The Muppets,45000000,64328,103.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Walt Disney Pictures,,,5,46,11,22,Jason Segel,Amy Adams,Chris Cooper,Rashida Jones,Steve Whitmire,,Christophe Beck,James Bobin,David Hoberman,,musical,the muppets,robot,1
Monster-in-Law,45000000,4379,101.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,New Line Cinema,BenderSpink,9,56,5,13,Jennifer Lopez,Jane Fonda,Michael Vartan,Wanda Sykes,Adam Scott,Ronna Kress,David Newman,Robert Luketic,Chris Bender,Anya Kochoff,bad mother-in-law,surgeon,dogsitter,1
Training Day,45000000,2034,122.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WV Films II,Village Roadshow Pictures,NPV Entertainment,17,24,10,5,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,Harris Yulin,Mary Vernieu,Mark Mancina,Antoine Fuqua,Jeffrey Silver,David Ayer,police brutality,war on drugs,drug traffic,1
The Girl on the Train,45000000,241261,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8180 Films,,,6,90,7,3,Henry Ian Cusick,Nicki Aycox,Stephen Lang,Charles Aitken,David Margulies,,,Larry Brand,,Larry Brand,,,,1
Scary Movie 2,45000000,4248,83.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Grey Pictures,Gold/Miller Productions,Wayans Bros. Entertainment,14,37,7,4,Anna Faris,Regina Hall,Shawn Wayans,Marlon Wayans,Christopher Masterson,Jeanne McCarthy,Mark McGrath,Keenen Ivory Wayans,Eric L. Gold,Marlon Wayans,sex,exorcism,secret door,1
Coach Carter,45000000,7214,136.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Paramount,MTV Films,Tollin/Robbins Productions,8,29,1,14,Samuel L. Jackson,Rob Brown,Robert Ri'chard,Rick Gonzalez,Channing Tatum,Sarah Finn,Trevor Rabin,Thomas Carter,Brian Robbins,Mark Schwahn,black people,autoritian education,sport,1
The Bounty Hunter,45000000,27573,110.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Columbia Pictures,Relativity Media,Original Film,10,48,3,16,Gerard Butler,Jennifer Aniston,Gio Perez,Siobhan Fallon Hogan,Joel Garland,Kathleen Chopin,George Fenton,Andy Tennant,Neal H. Moritz,,bounty hunter,ex-husband ex-wife relationship,,1
Changing Lanes,45000000,1537,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Paramount,,,14,79,4,7,Ben Affleck,Samuel L. Jackson,Kim Staunton,Toni Collette,Sydney Pollack,Ellen Lewis,David Arnold,Roger Michell,Scott Rudin,Michael Tolkin,new york,custody battle,suspense,1
Underworld: Evolution,45000000,834,106.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Screen Gems,Lakeshore Entertainment,,7,46,1,12,Kate Beckinsale,Scott Speedman,Tony Curran,Shane Brolly,Derek Jacobi,Deborah Aquila,Marco Beltrami,Len Wiseman,Tom Rosenberg,Danny McBride,budapest,key,vampire,1
Love Actually,45000000,508,135.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Working Title Films,DNA Films,Universal Pictures,4,28,9,7,Hugh Grant,Colin Firth,Lúcia Moniz,Laura Linney,Emma Thompson,Mary Selway,Craig Armstrong,Richard Curtis,Tim Bevan,Richard Curtis,london england,male nudity,female nudity,1
The Hitchhiker's Guide to the Galaxy,45000000,7453,109.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spyglass Entertainment,Everyman Pictures,Hammer & Tongs,5,39,4,28,Martin Freeman,Zooey Deschanel,Sam Rockwell,Yasiin Bey,John Malkovich,Marcia Ross,Joby Talbot,Garth Jennings,Roger Birnbaum,Douglas Adams,bureaucracy,android,based on novel,1
Resident Evil: Extinction,45000000,7737,94.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Screen Gems,Impact Pictures,Davis-Films,4,34,9,20,Milla Jovovich,Oded Fehr,Ali Larter,Iain Glen,Ashanti,Victoria Burrows,Charlie Clouser,Russell Mulcahy,Paul W.S. Anderson,Paul W.S. Anderson,clone,mutant,post-apocalyptic,1
Fat Albert,45000000,15045,93.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Culver Studios,Davis Entertainment,,3,45,12,12,Kenan Thompson,Shedrack Anderson III,Jermaine Williams,Keith Robinson,Alphonso McAuley,Chemin Sylvia Bernard,Richard Gibbs,Joel Zwick,John Davis,,,,,1
Blended,45000000,232672,117.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gulfstream Pictures,Happy Madison Productions,Karz Entertainment,8,31,5,21,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,Bella Thorne,Terry Crews,,,Frank Coraci,Adam Sandler,,africa,blind date,relationship,1
16 Blocks,45000000,2207,105.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alcon Entertainment,Emmett/Furla Films,Cheyenne Enterprises,18,36,3,1,Bruce Willis,Yasiin Bey,David Morse,Jenna Stern,David Zayas,Louis DiGiaimo,Klaus Badelt,Richard Donner,Avi Lerner,Richard Wenk,mission of murder,male bonding,doing the right thing,1
Cellular,45000000,9759,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,New Line Cinema,,,7,33,9,6,Chris Evans,Kim Basinger,Jason Statham,Jessica Biel,William H. Macy,Roger Mussenden,John Ottman,David R. Ellis,Dean Devlin,Chris Morgan,bank,mobile phone,telephone,1
Doctor Sleep,45000000,20321,108.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,British Screen,Kismet Film Company,BBC Films,8,66,2,1,Goran Visnjic,Shirley Henderson,Miranda Otto,Paddy Considine,Corin Redgrave,Avy Kaufman,,Nick Willing,Michele Camarda,,london england,psychology,mystery,1
The Ant Bully,45000000,9906,88.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DNA Productions,Playtone,Legendary Entertainment,7,59,7,27,Julia Roberts,Meryl Streep,Nicolas Cage,Paul Giamatti,Bruce Campbell,Ruth Lambert,John Debney,John A. Davis,Tom Hanks,,ant,child hero,shrinking,1
Johnny English,45000000,9486,88.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,StudioCanal,,11,68,3,14,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,Ben Miller,,Ed Shearmur,Peter Howitt,Tim Bevan,,spy,hero,queen,1
Aliens in the Attic,45000000,20856,86.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Regency Enterprises,Josephson Entertainment,Dune Entertainment,5,12,7,31,Carter Jenkins,Austin Butler,Kevin Nealon,Robert Hoffman,Doris Roberts,,John Debney,John Schultz,Barry Josephson,Mark Burton,alien,comedy,duringcreditsstinger,1
Across the Universe,45000000,4688,133.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Revolution Studios,Team Todd,,5,77,9,14,Evan Rachel Wood,Jim Sturgess,Joe Anderson,Dana Fuchs,Martin Luther,,,Julie Taymor,Matthew Gross,Dick Clement,riot,protest,musical,0
Revolutionary Road,45000000,4148,119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Scott Rudin Productions,BBC Films,Neal Street Productions,8,34,12,19,Leonardo DiCaprio,Kate Winslet,Michael Shannon,Kathryn Hahn,David Harbour,Debra Zane,,Sam Mendes,Bobby Cohen,Justin Haythe,adultery,jealousy,infidelity,1
Babylon A.D.,45000000,9381,101.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Babylon,MNP Entreprise,StudioCanal,4,21,8,20,Vin Diesel,Michelle Yeoh,Mélanie Thierry,Lambert Wilson,Charlotte Rampling,Jina Jay,,Mathieu Kassovitz,Alain Goldman,Mathieu Kassovitz,submarine,baby,secret,1
The Pledge,45000000,5955,123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Morgan Creek Productions,Franchise Pictures,Clyde Is Hungry Films,1,24,1,9,Jack Nicholson,Patricia Clarkson,Beau Daniels,Benicio del Toro,Dale Dickey,Don Phillips,Klaus Badelt,Sean Penn,Sean Penn,Jerzy Kromolowski,promise,murder,drawing,0
Rebound,45000000,7233,103.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Runteldat Entertainment,Robert Simonds Productions,20th Century Fox,8,16,7,1,Martin Lawrence,Wendy Raquel Robinson,Breckin Meyer,Horatio Sanz,Patrick Warburton,Janet Hirshenson,Teddy Castellucci,Steve Carr,Robert Simonds,Ed Decter,trainer,college,training,0
The Ghost Writer,45000000,11439,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,R.P. Productions,Studio Babelsberg,Runteam,4,65,2,12,Ewan McGregor,Pierce Brosnan,Kim Cattrall,Olivia Williams,Tom Wilkinson,Fiona Weir,Alexandre Desplat,Roman Polanski,Robert Benmussa,Roman Polanski,london england,cia,war crimes,1
Bangkok Dangerous,45000000,13184,99.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Virtual Studios,Saturn Films,International Production Company,5,60,8,21,Nicolas Cage,Shahkrit Yamnarm,Charlie Yeung,Panward Hemmanee,Nirattisai Kaljaruek,Tarinee 'Aoi' Thaima,Brian Tyler,Danny Pang,Nicolas Cage,Jason Richman,assassin,asia,gun,1
Dredd,45000000,49049,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rena Film,DNA Films,Reliance Big Entertainment,3,87,8,28,Karl Urban,Olivia Thirlby,Lena Headey,Wood Harris,Jason Cope,Sarah Finn,Paul Leonard-Morgan,Pete Travis,Allon Reich,Alex Garland,usa,corruption,crime fighter,0
The Rum Diary,45000000,23514,120.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FilmEngine,GK Films,Infinitum Nihil,11,98,10,13,Johnny Depp,Amber Heard,Aaron Eckhart,Michael Rispoli,Giovanni Ribisi,Denise Chamian,Christopher Young,Bruce Robinson,Johnny Depp,Bruce Robinson,alcohol,puerto rico,tv debate,0
Johnny English Reborn,45000000,58233,101.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,Relativity Media,StudioCanal,6,95,9,15,Rowan Atkinson,Daniel Kaluuya,Dominic West,Rosamund Pike,Gillian Anderson,,,Oliver Parker,,,buddhist monk,cooking,prime minister,1
Miracle at St. Anna,45000000,12412,160.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40 Acres & A Mule Filmworks,On My Own,Rai Cinema,1,29,9,15,Derek Luke,Michael Ealy,Laz Alonso,John Turturro,Valentina Cervi,Kim Coleman,,Spike Lee,Spike Lee,,black people,world war ii,toscana,0
Big Trouble,45000000,2185,85.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Touchstone Pictures,,,11,50,4,5,Tim Allen,Rene Russo,Patrick Warburton,Ben Foster,Zooey Deschanel,,James Newton Howard,Barry Sonnenfeld,Barry Sonnenfeld,Robert Ramsey,gadfly,,,0
Love in the Time of Cholera,45000000,6639,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,New Line Cinema,Grosvenor Park Media,,7,62,10,4,Javier Bardem,Unax Ugalde,Benjamin Bratt,Catalina Sandino Moreno,Héctor Elizondo,,Antonio Pinto,Mike Newell,Scott Steindorff,Ronald Harwood,sex,marriage proposal,new love,0
Foodfight!,45000000,116977,87.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Threshold Entertainment,Lions Gate Family Entertainment,,5,14,6,15,Charlie Sheen,Wayne Brady,Hilary Duff,Eva Longoria,Christopher Lloyd,,,Lawrence Kasanoff,,,supermarket,fight,product placement,0
Argo,44500000,68734,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,GK Films,Warner Bros. Pictures,Smoke House Pictures,8,31,10,11,Ben Affleck,Alan Arkin,Bryan Cranston,John Goodman,Scoot McNairy,Lora Kennedy,Alexandre Desplat,Ben Affleck,Ben Affleck,Chris Terrio,cia,wife husband relationship,revolution,1
Charlie St. Cloud,44000000,37950,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Marc Platt Productions,Universal Pictures,Relativity Media,4,101,5,1,Zac Efron,Amanda Crew,Charlie Tahan,Augustus Prew,Donal Logue,,,Burr Steers,Marc Platt,Lewis Colick,brother brother relationship,based on novel,sailing,1
The Heat,43000000,136795,117.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chernin Entertainment,TSG Entertainment,Ingenious Media,5,83,6,27,Sandra Bullock,Melissa McCarthy,Demián Bichir,Marlon Wayans,Michael Rapaport,,Michael Andrews,Paul Feig,Peter Chernin,,boston,fbi,buddy comedy,1
The Sweetest Thing,43000000,11812,84.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Konrad Pictures,,,6,71,4,12,Cameron Diaz,Christina Applegate,Thomas Jane,Selma Blair,Jason Bateman,Lisa Beach,,Roger Kumble,Cathy Konrad,,roommate,marriage,aftercreditsstinger,1
A Monster Calls,43000000,258230,108.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,River Road Entertainment,Participant Media,Apaches Entertainment,4,21,10,7,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Toby Kebbell,Liam Neeson,Shaheen Baig,Fernando Velázquez,J. A. Bayona,Belén Atienza,Patrick Ness,based on novel,monster,dream,1
21 Jump Street,42000000,64688,109.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen J. Cannell Productions,Columbia Pictures,Relativity Media,13,63,3,14,Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Jeanne McCarthy,Mark Mothersbaugh,Phil Lord,Neal H. Moritz,Michael Bacall,male friendship,high school,parody,1
Along Came Polly,42000000,5966,90.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jersey Films,Loofah Productions,,13,55,1,16,Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Debra Messing,Alec Baldwin,Kathleen Chopin,Theodore Shapiro,John Hamburg,Danny DeVito,,beach,honeymoon,bride,1
Here Comes the Boom,42000000,87826,105.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Broken Road Productions,Columbia Pictures,Happy Madison Productions,10,23,10,11,Kevin James,Henry Winkler,Joe Rogan,Salma Hayek,Reggie Lee,Justine Baddeley,Rupert Gregson-Williams,Frank Coraci,Kevin James,,high school teacher,prize money,physics teacher,1
High Crimes,42000000,11560,115.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Monarch Pictures,Epsilon Motion Pictures,New Regency Pictures,10,51,4,5,Ashley Judd,Morgan Freeman,Jim Caviezel,Amanda Peet,Adam Scott,Mali Finn,,Carl Franklin,Arnon Milchan,Yuri Zeltser,based on novel,witness,village,1
The Mothman Prophecies,42000000,2637,119.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Screen Gems,Lakeshore Entertainment,,4,41,1,25,Richard Gere,Laura Linney,Will Patton,Bob Tracey,Debra Messing,Sheila Jaffe,,Mark Pellington,Tom Rosenberg,Richard Hatem,based on novel,small town,dream,1
One for the Money,42000000,54054,91.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lakeshore Entertainment,Sidney Kimmel Entertainment,,7,69,1,26,Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo,Sherri Shepherd,Deborah Aquila,Deborah Lurie,Julie Anne Robinson,Wendy Finerman,Liz Brixius,bounty hunter,based on novel,romance,0
15 Minutes,42000000,2749,120.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,New Line Cinema,Industry Entertainment,Tribeca Productions,4,95,3,1,Robert De Niro,Charlize Theron,Edward Burns,Kelsey Grammer,Avery Brooks,Gail Stevens,Anthony Marinelli,John Herzfeld,Nick Wechsler,,new york,female nudity,prison,1
Lord of War,42000000,1830,122.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Endgame Entertainment,Entertainment Manufacturing Company,Ascendant Pictures,7,53,9,16,Nicolas Cage,Bridget Moynahan,Jared Leto,Ethan Hawke,Eamonn Walker,Mindy Marin,Antonio Pinto,Andrew Niccol,Nicolas Cage,Andrew Niccol,cold war,weapon,arms dealer,1
Man on a Ledge,42000000,49527,102.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Summit Entertainment,Di Bonaventura Pictures,,9,47,1,13,Sam Worthington,Elizabeth Banks,Jamie Bell,Ed Harris,Edward Burns,Deborah Aquila,Henry Jackman,Asger Leth,Lorenzo Di Bonaventura,Pablo F. Fenjves,deception,new york city,rooftop,1
The Warrior's Way,42000000,46528,100.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boram Entertainment Inc.,,,3,31,12,2,Kate Bosworth,Jang Dong-gun,Geoffrey Rush,Danny Huston,Ti Lung,Liz Mullane,Javier Navarrete,Sngmoo Lee,Barrie M. Osborne,,assassin,small town,forest,0
8 Mile,41000000,65,110.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Mikona Productions GmbH & Co. KG,Imagine Entertainment,,5,70,11,8,Eminem,Mekhi Phifer,Brittany Murphy,Kim Basinger,Michael Shannon,Mali Finn,,Curtis Hanson,Brian Grazer,,individual,street gang,adolescence,1
The Medallion,41000000,10610,88.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Living Films,Emperor Multimedia Group (EMG),Golden Port Productions Ltd.,1,22,8,15,Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,John Rhys-Davies,,Adrian Lee,Gordon Chan,Alfred Cheung Kin-Ting,Gordon Chan,detective,medallion,leather jacket,0
The Big Year,41000000,73937,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ingenious Media,Fox 2000 Pictures,Deuce Three Productions,5,48,10,13,Owen Wilson,Steve Martin,Jack Black,Rashida Jones,Jim Parsons,Margery Simkin,,David Frankel,Curtis Hanson,Howard Franklin,helicopter,based on novel,honeymoon,0
Wedding Crashers,40000000,9522,119.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Avery Pix,New Line Cinema,Tapestry Films,5,59,7,13,Owen Wilson,Vince Vaughn,Christopher Walken,Rachel McAdams,Isla Fisher,Lisa Beach,Rolfe Kent,David Dobkin,Peter Abrams,,sailing,wedding,fake identity,1
Fifty Shades of Grey,40000000,216015,125.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Focus Features,Michael De Luca Productions,Trigger Street Productions,3,74,2,11,Dakota Johnson,Jamie Dornan,Jennifer Ehle,Eloise Mumford,Victor Rasuk,Francine Maisler,Danny Elfman,Sam Taylor-Johnson,Michael De Luca,Kelly Marcel,based on novel,perversion,spanking,1
American Hustle,40000000,168672,138.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Annapurna Pictures,Atlas Entertainment,Columbia Pictures,4,27,12,12,Christian Bale,Amy Adams,Bradley Cooper,Jennifer Lawrence,Jeremy Renner,Mary Vernieu,Danny Elfman,David O. Russell,Charles Roven,,con artist,scam,mobster,1
Cheaper by the Dozen,40000000,11007,98.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Robert Simonds Productions,20th Century Fox,,7,53,12,24,Steve Martin,Bonnie Hunt,Piper Perabo,Tom Welling,Hilary Duff,,Christophe Beck,Shawn Levy,Michael Barnathan,Joel Cohen,big family,new job,aspiring actor,1
Lucy,40000000,143247,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,17,5,4,Rachel York,Danny Pino,Ann Dowd,Madeline Zima,LaChanze,,,Glenn A. Jordan,,,,,,1
Lone Survivor,40000000,193756,121.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Emmett/Furla Films,Envision Entertainment,Film 44,6,50,12,24,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Eric Bana,Linda Lowy,Steve Jablonsky,Peter Berg,Akiva Goldsman,,war,survival,navy seal,1
Spy Kids 3-D: Game Over,40000000,12279,84.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimension Films,,,4,27,7,25,Antonio Banderas,Carla Gugino,Alexa PenaVega,Daryl Sabara,Sylvester Stallone,,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,video game,intelligence,liberation,1
The Social Network,40000000,37799,121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Columbia Pictures,Relativity Media,Scott Rudin Productions,12,86,10,1,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Armie Hammer,Max Minghella,Laray Mayfield,,David Fincher,Scott Rudin,Aaron Sorkin,hacker,hacking,creator,1
Julie & Julia,40000000,24803,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Columbia Pictures,Easy There Tiger Productions,Scott Rudin Productions,5,44,8,6,Meryl Streep,Amy Adams,Stanley Tucci,Chris Messina,Linda Emond,Francine Maisler,Alexandre Desplat,Nora Ephron,Amy Robinson,Nora Ephron,cooking,book,cookbook,1
He's Just Not That Into You,40000000,10184,129.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Internationale Filmproduktion Blackswan,New Line Cinema,Flower Films,7,39,2,6,Ben Affleck,Jennifer Aniston,Drew Barrymore,Jennifer Connelly,Kevin Connolly,Justine Baddeley,Cliff Eidelman,Ken Kwapis,,,relationship,ensemble cast,duringcreditsstinger,1
Ride Along 2,40000000,323675,102.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reel Chefs Catering,Universal Pictures,Will Packer Productions,4,28,1,14,Kevin Hart,Ice Cube,Olivia Munn,Tika Sumpter,Ken Jeong,Felicia Fasano,Christopher Lennertz,Tim Story,Ice Cube,,police,sequel,police officer,1
Ride Along 2,40000000,323675,102.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reel Chefs Catering,Universal Pictures,Will Packer Productions,4,28,1,14,Kevin Hart,Ice Cube,Olivia Munn,Tika Sumpter,Ken Jeong,Felicia Fasano,Christopher Lennertz,Tim Story,Ice Cube,,police,sequel,police officer,1
Scary Movie 4,40000000,4257,83.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimension Films,415 Project,Brad Grey Pictures,10,46,4,12,Anna Faris,Regina Hall,Craig Bierko,Bill Pullman,Anthony Anderson,Roger Mussenden,James L. Venable,David Zucker,Robert K. Weiss,Jim Abrahams,haunted house,alien life-form,riesen-ipod,1
Get Hard,40000000,257091,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Sanchez Productions,Warner Bros. Pictures,,4,82,3,26,Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,T.I.,Allison Jones,Christophe Beck,Etan Cohen,Will Ferrell,Ian Roberts,prison,training,framed,1
Dumb and Dumber To,40000000,100042,110.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Line Cinema,Universal Pictures,Conundrum Entertainment,6,31,11,12,Jim Carrey,Jeff Daniels,Rachel Melvin,Kathleen Turner,Brady Bluhm,Rick Montgomery,Empire of the Sun,Bobby Farrelly,Bobby Farrelly,,friendship,sequel,road movie,1
The Other Woman,40000000,52505,98.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Handsomecharlie Films,Marc Platt Productions,Is or Isn't Entertainment,4,52,10,28,Natalie Portman,Scott Cohen,Charlie Tahan,Lauren Ambrose,Lisa Kudrow,Bernard Telsey,,Don Roos,Marc Platt,Don Roos,based on novel,romantic rivalry,candlelight vigil,1
Eight Below,40000000,9036,120.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Walt Disney Pictures,Spyglass Entertainment,Mandeville Films,11,70,2,17,Paul Walker,Bruce Greenwood,Moon Bloodgood,Jason Biggs,Gerard Plunkett,Deborah Aquila,,Frank Marshall,Gary Barber,,expedition,pilot,survival,1
The Intern,40000000,257211,121.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waverly Films,,,4,40,9,24,Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm,Adam Devine,Laray Mayfield,Theodore Shapiro,Nancy Meyers,Nancy Meyers,,intern,woman director,,1
Ray,40000000,1677,152.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Bristol Bay Productions,Universal Pictures,Anvil Films,7,64,10,29,Jamie Foxx,Kerry Washington,Regina King,Harry Lennix,Clifton Powell,Nancy Klopper,Craig Armstrong,Taylor Hackford,Taylor Hackford,James L. White,black people,soul,country music,1
Sin City,40000000,187,124.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dimension Films,Troublemaker Studios,Miramax,14,74,4,1,Bruce Willis,Mickey Rourke,Jessica Alba,Clive Owen,Devon Aoki,Beth Sepko,Robert Rodriguez,Robert Rodriguez,Elizabeth Avellan,,dystopia,based on comic,held captive,1
Bridge of Spies,40000000,296098,141.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,TSG Entertainment,Amblin Entertainment,Studio Babelsberg,14,79,10,15,Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Sebastian Koch,Ellen Lewis,Thomas Newman,Steven Spielberg,Steven Spielberg,,spy,cia,cold war,1
