title,Production_Budget,Domestic_Gross,Worldwide_Gross,id,poster_path,release_date,runtime,tagline,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,overview,tagline_wordcount,synopsis_wordcount,release_year,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3
Ricki and the Flash,18000000,26839498,41166033,275601,/aAEze9iEijSPYATn8ge4jC4AIp4.jpg,2015-07-10,100.0,Get Ready for Ricki.,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LStar Capital,Columbia TriStar,Clinica Estetico,"Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.",4,46,2015,7,10,Meryl Streep,Kevin Kline,Mamie Gummer,Sebastian Stan,Audra McDonald,,,Jonathan Demme,Marc Platt,,meryl streep stars,make things right,roll stardom
Love the Coopers,18000000,26302731,42227490,333348,/nL0rGAxqIT6rBBudFjN8wJDkrVM.jpg,2015-11-12,107.0,"Christmas means comfort, joy and chaos.",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Imagine Entertainment,Groundswell Productions,CBS Films,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",6,44,2015,11,12,Steve Martin,Diane Keaton,John Goodman,Alan Arkin,Ed Helms,,Nick Urata,Jessie Nelson,,Steven Rogers,cooper clan come together,annual christmas eve celebration,unlikely events turn
Observe and Report,18000000,24007324,27148898,16991,/nqde2Ud03uLrekBZaCMXBa16Cm2.jpg,2009-04-10,87.0,"Right now, the world needs a hero.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Legendary Entertainment,De Line Pictures,,"Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",7,41,2009,4,10,Seth Rogen,Ray Liotta,Anna Faris,Michael Peña,Dan Bakkedahl,,,Jody Hill,,,mall security guard ronnie barnhardt,surly police detective,personal peep show
Love Happens,18000000,22965110,36133014,25643,/pN51u0l8oSEsxAYiHUzzbMrMXH7.jpg,2009-09-18,109.0,Sometimes when you least expect it...,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Stuber Productions,Camp / Thompson Pictures,Universal Pictures,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",6,61,2009,9,18,Aaron Eckhart,Jennifer Aniston,Judy Greer,Martin Sheen,Deirdre Blades,Deborah Aquila,Christopher Young,Brandon Camp,Scott Stuber,,fiercely independent florist named eloise,successful self,personal loss
The Circle,18000000,20497844,40651864,55674,/sLcaSGL8nZOI5oUze3gr9aB1koP.jpg,2005-05-18,103.0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,"A frantic young woman begs a stranger to help save her marked husband, not realizing that the stranger is the hit man hired to kill him. Experimental digital movie shot entirely in one take and in real time.",1,38,2005,5,18,Angela Bettis,Scott Cohen,Henry Czerny,David Proval,Jill Jacobson,,,Yuri Zeltser,Ram Bergman,,experimental digital movie shot entirely,frantic young woman begs,hit man hired
127 Hours,18000000,18335230,60217171,44115,/c6Nu7UjhGCQtV16WXabqOQfikK6.jpg,2010-11-05,94.0,There is no force more powerful than the will to live.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fox Searchlight Pictures,Pathé!,Everest Entertainment,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,11,30,2010,11,5,James Franco,Kate Mara,Amber Tamblyn,Clémence Poésy,Lizzy Caplan,Donna Isaacson,A. R. Rahman,Danny Boyle,Danny Boyle,Danny Boyle,mountain climber aron ralston,fallen boulder crashes,true story
Norm of the North,18000000,17062499,30535660,276905,/qv09dxeJoNQIbalsl47yObGgcc5.jpg,2016-01-14,86.0,Bear to be different,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lionsgate,Splash Entertainment,Telegael,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",4,54,2016,1,14,Rob Schneider,Ken Jeong,Loretta Devine,Heather Graham,Bill Nighy,,,Trevor Wall,,,three arctic lemming buddies,norm begins life anew,icy home begins melting
Catch That Kid,18000000,16703799,16959614,20483,/6uuhmTcmjmTBr1h49t8y6856JOh.jpg,2004-02-06,92.0,They're on a mission without permission.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fox 2000 Pictures,Mad Chance,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.",6,76,2004,2,6,Kristen Stewart,Corbin Bleu,Max Thieriot,Jennifer Beals,Sam Robards,,,Bart Freundlich,Andrew Lazar,Michael Brandt,scaling mount everest,sam robards ).,spinal injury
Jobs,18000000,16131410,43402515,115782,/ioI5pOOr5yWZAAZPEts5oSQwUrT.jpg,2013-08-16,128.0,"Some see what's possible, others change what's possible.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Open Road Films,Dillywood,Five Star Institute,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,8,21,2013,8,16,Ashton Kutcher,Dermot Mulroney,Amanda Crew,James Woods,Josh Gad,,John Debney,Joshua Michael Stern,Mark Hulme,,revered creative entrepreneurs,steve jobs,college dropout
Life as a House,18000000,15652637,23889158,11457,/5kSvz6yAeFfxF7yjKFRKOalzaQO.jpg,2001-10-25,125.0,"Seen from a distance, it's perfect.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New Line Cinema,,,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",6,31,2001,10,25,Kevin Kline,Kristin Scott Thomas,Hayden Christensen,Jena Malone,Mary Steenburgen,,Mark Isham,Irwin Winkler,Rob Cowan,Mark Andrus,quality time means getting high,misanthropic teenage son,time prostitution
Youth in Revolt,18000000,15285588,19685588,22327,/nQ45Ypo7fdgBWGUICyT0XR5RPU6.jpg,2009-09-11,87.0,"Every ""Revolution"" Needs A Leader",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Dimension Films,,,"As a fan of Albert Camus and Jean-Luc Godard, teenage Nick Twisp is definitely out of his element when his mother and her boyfriend move the family to a trailer park. When a pretty neighbor named Sheeni plays records by French crooners, it's love at first sight for frustrated and inexperienced Nick. Learning that she is dating someone, Nick launches a hilarious quest to find his way into Sheeni's heart -- and bed.",5,73,2009,9,11,Michael Cera,Portia Doubleday,Jean Smart,Zach Galifianakis,Erik Knudsen,,,Miguel Arteta,David Permut,Gustin Nash,pretty neighbor named sheeni plays records,teenage nick twisp,nick launches
And So It Goes,18000000,15160801,17920013,253235,/nuoE9Cy94KbJjQjyWGyDMtedfN3.jpg,2014-07-20,94.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Castle Rock Entertainment,ASIG Productions,Envision Entertainment,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,1,32,2014,7,20,Michael Douglas,Diane Keaton,Sterling Jerins,Paloma Guzmán,Frances Sternhagen,Laura Rosenthal,Marc Shaiman,Rob Reiner,Mark Damon,Mark Andrus,never knew existed,estranged son drops,centered realtor enlists
"I Love You, Beth Cooper",18000000,14800725,16382538,19840,/xqCKWj5REwnTC1a7k1wwO2pudZw.jpg,2009-07-10,102.0,Popularity is nice. Popular girls are not.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fox Atomic,1492 Pictures,Bece Canada Productions,"A valedictorian's declaration of love for a high-school cheerleader launches a night of revelry, reflection and romance for a group of graduating seniors.",7,23,2009,7,10,Hayden Panettiere,Paul Rust,Lauren London,Lauren Storm,Jack Carpenter,,Christophe Beck,Chris Columbus,Chris Columbus,Larry Doyle,school cheerleader launches,graduating seniors,valedictorian
The Tailor of Panama,18000000,13491653,27491653,2575,/crJTnaCvzw3gCCqNSzEK6yerzJU.jpg,2001-02-11,109.0,"In a place this treacherous, what a good spy needs is a spy of his own.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Merlin Films,Columbia Pictures,,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.",16,71,2001,2,11,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,Leonor Varela,Brendan Gleeson,Jina Jay,,John Boorman,John Boorman,Andrew Davies,top political,tailor also,president intends
Labor Day,18000000,13371528,14189810,130150,/of6NU4IAkRHke51kC2DQouMIUWa.jpg,2013-12-27,111.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Right of Way Films,Mr. Mudd Production,Indian Paintbrush,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",1,38,2013,12,27,Josh Brolin,Kate Winslet,Gattlin Griffith,Tobey Maguire,Tom Lipinski,Suzanne Smith,,Jason Reitman,Jason Reitman,Jason Reitman,options become increasingly limited,depressed single mom adele,son henry offer
Getaway,18000000,10501938,11813989,146227,/z4sEWm1ykf9WX5WJU4XMD4oI5sI.jpg,2013-08-29,90.0,Get in. Get out. Getaway.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saints LA,Dark Castle Entertainment,After Dark Films,"Former race car driver Brent Magna is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",5,53,2013,8,29,Ethan Hawke,Selena Gomez,Jon Voight,Paul Freeman,Bruce Payne,Mariana Stanisheva,Justin Caine Burnett,Courtney Solomon,Joel Silver,,custom ford shelby gt500 super snake,former race car driver brent magna,mysterious villain holding
Being Julia,18000000,7739049,14488705,18701,/2XpshnlvVpNn727wnHBrHJmyhUB.jpg,2004-09-03,104.0,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Serendipity Point Films,,,"Julia Lambert is a true diva: beautiful, talented, weathly and famous.  She has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye.  Julia finds exactly what she's looking for in a handsome young American fan, but it isn't long before the novelty fling adds a few more sparks than she was hoping for.  Fortuately for her, this surprise twist in the plot will thrust her back into the greatest role of her life.",10,114,2004,9,3,Michael Gambon,Annette Bening,Leigh Lawson,Shaun Evans,Jeremy Irons,,,István Szabó,Robert Lantos,Ronald Harwood,handsome young american fan,novelty fling adds,julia finds exactly
The Last Station,18000000,6617867,15696146,36811,/eVw4grZfTeO4KTTzEuNPzWIK6Vo.jpg,2009-09-04,112.0,Intoxicating. Infuriating. Impossible. Love.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Zephyr Films,Egoli Tossell Film,,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.",4,67,2009,9,4,Helen Mirren,Christopher Plummer,James McAvoy,Anne-Marie Duff,Paul Giamatti,,,Michael Hoffman,Bonnie Arnold,Michael Hoffman,illustrates russian author leo tolstoy,uses every trick,leo tolstoy
Mao's Last Dancer,18000000,4806750,25941437,33870,/uPwKkPqA4hJhgovD4aGL3nHSu4U.jpg,2009-10-01,117.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Great Scott Productions Pty. Ltd.,,,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.",1,70,2009,10,1,Chi Cao,Chengwu Guo,Wen Bin Huang,Joan Chen,Bruce Greenwood,,,Bruce Beresford,Jane Scott,Jan Sardi,two years later,poor chinese village,study ballet
The Railway Man,18000000,4438438,23910210,127560,/3iU9KLIhvc3pdl1SkeD0gv4BO0f.jpg,2013-12-02,116.0,Revenge is never a straight line.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Archer Street Productions,Lionsgate,Pictures in Paradise,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",6,20,2013,12,2,Jeremy Irvine,Colin Firth,Stellan Skarsgård,Michael MacKenzie,Nicole Kidman,Nikki Barrett,David Hirschfelder,Jonathan Teplitzky,Bill Curbishley,Andy Paterson,world war ii,true story,death railway
Midnight Special,18000000,3712282,7680250,245703,/fqIjExm1RJEkbGPtMBXnP20MmHm.jpg,2016-02-18,112.0,He's not like us.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Faliro House Productions,Tri-State Pictures,Warner Bros. Pictures,A father and son go on the run after the dad learns his child possesses special powers.,4,17,2016,2,18,Michael Shannon,Jaeden Martell,Joel Edgerton,Kirsten Dunst,Adam Driver,Francine Maisler,,Jeff Nichols,Sarah Green,Jeff Nichols,child possesses special powers,son go,dad learns
Anything Else,18000000,3203044,13203044,10739,/3AORDBPSmgP6I0HRInPsylO4KWc.jpg,2003-08-27,108.0,In any relationship one person always does the heavy lifting.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Granada Film Productions,Perdido Prod.,DreamWorks Pictures,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",10,49,2003,8,27,Jason Biggs,Christina Ricci,Woody Allen,Stockard Channing,Danny DeVito,Juliet Taylor,,Woody Allen,Letty Aronson,Woody Allen,spirited young woman named amanda,"anything else ,""",like anything else
Phantom,18000000,1034589,1199510,152259,/rjwEcrZsmljiA0GUFcLJ4wZ2DhA.jpg,2013-01-03,99.0,You will never see it coming.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Trilogy Entertainment Group,RCR Media Group,Solar Filmworks,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",6,33,2013,1,3,Ed Harris,David Duchovny,Lance Henriksen,William Fichtner,Johnathon Schaech,Iris Hampton,,Todd Robinson,Julian Adams,,soviet submarine holds,covert mission cloaked,haunted captain
The Salton Sea,18000000,676698,676698,11468,/grVyVwGUUicD0G1lY1FRcmzjXF8.jpg,2002-01-01,103.0,"If you're looking for the truth, you've come to the wrong place.",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Humble Journey Films,Castle Rock Entertainment,Darkwoods Productions,"After the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. On his journey, he befriends slacker Jimmy ""The Finn"", becomes involved in rescuing his neighbor Colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns.",12,59,2002,1,1,Val Kilmer,Vincent D'Onofrio,Adam Goldberg,Luis Guzmán,Doug Hutchison,Deborah Aquila,Thomas Newman,D.J. Caruso,Butch Robinson,Tony Gayton,"finn "", becomes involved",befriends slacker jimmy,unexpected twists
The Informers,18000000,315000,315000,17436,/xnMtS358tznjBD59M0YQgjsKFFQ.jpg,2008-11-05,98.0,Greed is good. Sex is easy. Youth is forever.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Senator Entertainment Co,,,"A collection of intersecting short stories set in early 1980s Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",9,39,2008,11,5,Billy Bob Thornton,Amber Heard,Kim Basinger,Mickey Rourke,Winona Ryder,,,Gregor Jordan,Bret Easton Ellis,Bret Easton Ellis,intersecting short stories set,early 1980s los angeles,socially alienated
Carlos,18000000,145526,1619153,43434,/obHJeOHn8J5XD049nj7KVSpAMEW.jpg,2010-05-19,338.0,The man who hijacked the world,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Films en Stock,Egoli Tossell Film,Canal+,"The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police.",6,28,2010,5,19,Edgar Ramírez,Alexander Scheer,Fadi Abi Samra,Nora von Waldstätten,Talal Jurdi,,,Olivier Assayas,Jens Meurer,Dan Franck,worldwide terrorist organization,ilich ramirez sanchez,venezuelan revolutionary
I Come with the Rain,18000000,0,627422,31166,/uCfphbJdqlnGkpnjENJanFrj2dk.jpg,2009-05-14,114.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Central-Europa Film,Lumiere,TF1 International,"Kline, a former Los Angeles police officer turned private detective, is hired by a powerful pharmaceutical conglomerate boss to investigate in Asia the disappearance of his only son, Shitao, whom he has not seen in person since the boy was ten. Now in his 30s, Shitao has gone missing in the Philippines where he had been helping in an orphanage.",1,60,2009,5,14,Josh Hartnett,Elias Koteas,Takuya Kimura,Lee Byung-hun,Trần Nữ Yên Khê,,,Tran Anh Hung,Fernando Sulichin,,former los angeles police officer turned private detective,powerful pharmaceutical conglomerate boss,person since
I Am Wrath,18000000,0,309608,332411,/1fbNrOS3OLb67d7q5gZ84fPFZD.jpg,2016-04-14,92.0,I lay my vengeance upon them.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hannibal Classics,Patriot Pictures,Vallelonga Productions,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,6,20,2016,4,14,John Travolta,Christopher Meloni,Rebecca De Mornay,Amanda Schull,Patrick St. Esprit,Donald Paul Pemrick,Haim Mazar,Chuck Russell,Michael Mendelsohn,,corrupt police officers,wife,unable
Forsaken,18000000,0,0,614759,/ApeUeVTN71Nqqisn3oFWiH7wgdB.jpg,2012-01-01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Phillips abstracts images selected from found footage, this time exploring such techniques as contact printing and hand tinting and toning. Muscle men, machinery, and building climbers become foreboding figures in this darkly apocalyptic film.",1,34,2012,1,1,,,,,,,,Heidi Phillips,,,building climbers become foreboding figures,phillips abstracts images selected,darkly apocalyptic film
Red Lights,17700000,49521,14518884,25500,/jdCpRWfPj3xt6LvSuXFyDYiidjF.jpg,2004-03-03,105.0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Alicéléo,Gimages,France 3 Cinéma,A cross-country trip turns out to be a nightmare for a troubled couple.,1,13,2004,3,3,Jean-Pierre Darroussin,Carole Bouquet,Vincent Deniard,Alain Dion,,,,Cédric Kahn,Patrick Godeau,,country trip turns,troubled couple,nightmare
Superbad,17500000,121463226,169955142,8363,/7RZWtDkf0mgrxvJNFj43YW2Ugi8.jpg,2007-08-17,113.0,Come and Get Some!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Columbia Pictures,Apatow Productions,Sony Pictures,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,4,22,2007,8,17,Jonah Hill,Michael Cera,Christopher Mintz-Plasse,Bill Hader,Seth Rogen,Allison Jones,Lyle Workman,Greg Mottola,Judd Apatow,,soaked party goes awry,dependent high school seniors,two co
Hotel Rwanda,17500000,23519128,36521223,205,/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,2004-09-11,121.0,"When the world closed its eyes, he opened his arms.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Sixth Sense Productions,United Artists,Lions Gate Films,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",10,52,2004,9,11,Don Cheadle,Sophie Okonedo,Nick Nolte,Fana Mokoena,Joaquin Phoenix,Moonyeenn Lee,Rupert Gregson-Williams,Terry George,Nicholas Meyer,Terry George,hotel owner paul rusesabagina houses,went mostly unnoticed,film takes place
Beerfest,17500000,19185184,20159316,9988,/5srGbSv3zhEUjXFOZR9qHkgJO6l.jpg,2006-08-25,110.0,Prepare for the ultimate chug of war.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Broken Lizard Industries,,,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",7,59,2006,8,25,Erik Stolhanske,Jay Chandrasekhar,Steve Lemme,Paul Soter,M.C. Gainey,Mary Vernieu,Nathan Barr,Jay Chandrasekhar,Bill Gerber,,old country cousins sneer,jan discover beerfest,american brothers todd
Black Nativity,17500000,7018188,7454184,175541,/98eDVD7tc44IfyXizwAv7VxcuiE.jpg,2013-11-27,93.0,The Musical Event of the Holiday Season,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Malvern Pictures,Fox Searchlight Pictures,,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",7,36,2013,11,27,Forest Whitaker,Angela Bassett,Jennifer Hudson,Tyrese Gibson,Jacob Latimore,,Laura Karpman,Kasi Lemmons,T.D. Jakes,Kasi Lemmons,single mother travels,new york city,wise teen
City of Ghosts,17500000,325491,325491,31932,/1nZbFdgEjJELfbZeXWLjXx5evHa.jpg,2002-01-01,116.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,"A con man travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for",1,31,2002,1,1,Matt Dillon,James Caan,Natascha McElhone,Gérard Depardieu,Stellan Skarsgård,,Tyler Bates,Matt Dillon,,Matt Dillon,con man travels,law enforcement,insurance scam
The Others,17000000,96522687,207765056,1933,/k9GpVK2dyMMzjciQiMdoaL1WUlS.jpg,2001-08-02,101.0,"Sooner or later she'll see them, then everything will be different.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Cruise/Wagner Productions,Canal+,Sogecine,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",11,54,2001,8,2,Nicole Kidman,Christopher Eccleston,Alakina Mann,James Bentley,Eric Sykes,Jina Jay,Alejandro Amenábar,Alejandro Amenábar,Fernando Bovaira,,old house kept dark,strange events,religious woman
Sideways,17000000,71502303,109793192,9675,/k8UfdLAP07SDfilmWOHFPv23tu7.jpg,2004-10-22,127.0,In search of wine. In search of women. In search of themselves.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Fox Searchlight Pictures,Michael London Productions,Sideways Productions Inc.,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",12,32,2004,10,22,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sandra Oh,Marylouise Burke,John Jackson,Rolfe Kent,Alexander Payne,Michael London,Alexander Payne,unpublished novelist suffering,californian wine country,aged men embark
The Best Man Holiday,17000000,70525195,72835710,146304,/1JAWHObAVzVLUmsDggIsew54dUr.jpg,2013-11-15,123.0,Times change. Friendship doesn't.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,,,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",4,26,2013,11,15,Terrence Howard,Harold Perrineau,Morris Chestnut,Sanaa Lathan,Taye Diggs,,,Malcolm D. Lee,Sean Daniel,,college friends reunite,forgotten rivalries,christmas holidays
Pitch Perfect,17000000,65001093,116044347,114150,/cLUMPdwCV0Dxd3P1ZkCXe7bVImI.jpg,2012-09-28,112.0,Get pitch slapped.,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Brownstone Productions,,,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",3,88,2012,9,28,Anna Kendrick,Skylar Astin,Brittany Snow,Anna Camp,Rebel Wilson,Kerry Barden,Mark Kilian,Jason Moore,Elizabeth Banks,Kay Cannon,college student beca knows,college music competitions,amazing harmonic combinations
Evil Dead,17000000,54239856,97778356,109428,/z56CMoFXOhq4zieKMsokLaiB4qE.jpg,2013-04-05,91.0,The most terrifying film you will ever experience.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TriStar Pictures,FilmDistrict,Ghost House Pictures,"Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one.",8,36,2013,4,5,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,Sari Knight,Roque Baños,Fede Alvarez,Sam Raimi,Rodo Sayagues,young woman struggling,dead unwittingly summon,remote cabin
Saw 3D,17000000,45710178,133735284,41439,/r79r389BIdKH2kzArYvkMGRczxc.jpg,2010-10-21,90.0,The Traps Come Alive,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lionsgate,Twisted Pictures,Serendipity Productions,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",4,39,2010,10,21,Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes,Sean Patrick Flanery,,Charlie Clouser,Kevin Greutert,Mark Burg,Patrick Melton,fellow survivor bobby dagen,deadly battle rages,dark secrets unleash
